"priority","code","name","market","industry","stage","stars","score","machineReady","approvalReady","productionReady","approvals","distinctReviewers","lastVerifiedDate","missing"
"690","1443","技研ホールディングス","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1444","ニッソウ","Growth","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1447","ＳＡＡＦホールディングス","Growth","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1450","ＴＡＮＡＫＥＮ","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","145A","Ｌ ｉｓ Ｂ","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","146A","コロンビア・ワークス","Standard","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","147A","ソラコム","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","148A","ハッチ・ワーク","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1491","中外鉱業","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","149A","シンカ","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","150A","ＪＳＨ","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1515","日鉄鉱業","Prime","鉱業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1518","三井松島ホールディングス","Prime","その他製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","151A","ダイブ","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","153A","カウリス","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","155A","情報戦略テクノロジー","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1605","ＩＮＰＥＸ","Prime","鉱業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","160A","アズパートナーズ","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1662","石油資源開発","Prime","鉱業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1663","Ｋ＆Ｏエナジーグループ","Prime","鉱業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","166A","タスキホールディングス","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","167A","リョーサン菱洋ホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","168A","イタミアート","Growth","その他製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1716","第一カッター興業","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1717","明豊ファシリティワークス","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1718","美樹工業","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1719","安藤・間","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1720","東急建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1721","コムシスホールディングス","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-14",""
"690","173A","ハンモック","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1762","高松コンストラクショングループ","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1766","東建コーポレーション","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","177A","コージンバイオ","Growth","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1783","ｆａｎｔａｓｉｓｔａ","Standard","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1786","オリエンタル白石","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1801","大成建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","1802","大林組","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","1803","清水建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","1808","長谷工コーポレーション","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1810","松井建設","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1812","鹿島建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","1820","西松建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1822","大豊建設","Standard","建設業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","184A","学びエイド","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1860","戸田建設","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","186A","アストロスケールホールディングス","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1878","大東建託","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","189A","Ｄ＆Ｍカンパニー","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1909","日本ドライケミカル","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","190A","Ｃｈｏｒｄｉａ Ｔｈｅｒａｐｅｕｔｉｃｓ","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","1911","住友林業","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1925","大和ハウス工業","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","1928","積水ハウス","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","192A","インテグループ","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","1942","関電工","Prime","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","194A","ＷＯＬＶＥＳ ＨＡＮＤ","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","196A","ＭＦＳ","Growth","その他金融業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","197A","タウンズ","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","198A","ＰｏｓｔＰｒｉｍｅ","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2001","ニップン","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2002","日清製粉グループ本社","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2003","日東富士製粉","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2004","昭和産業","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2009","鳥越製粉","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2053","中部飼料","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2055","日和産業","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","205A","ロゴスホールディングス","Growth","建設業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2060","フィード・ワン","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","206A","ＰＲＩＳＭ ＢｉｏＬａｂ","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","208A","構造計画研究所ホールディングス","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2108","日本甜菜製糖","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2109","ＤＭ三井製糖","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2112","塩水港精糖","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2114","フジ日本","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2121","ＭＩＸＩ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2122","インタースペース","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2127","日本Ｍ＆Ａセンターホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-14",""
"690","212A","フィットイージー","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2130","メンバーズ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2134","北浜キャピタルパートナーズ","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2136","ヒップ","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2139","中広","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2146","ＵＴグループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2148","アイティメディア","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2153","Ｅ・Ｊホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-14",""
"690","2154","オープンアップグループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2156","セーラー広告","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2157","コシダカホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","215A","タイミー","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2160","ジーエヌアイグループ","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2162","ｎｍｓ ホールディングス","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2163","アルトナー","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2164","地域新聞社","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2168","パソナグループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2175","エス・エム・エス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2181","パーソルホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","218A","Ｌｉｂｅｒａｗａｒｅ","Growth","精密機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2193","クックパッド","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2198","アイ・ケイ・ケイホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","219A","Ｈｅａｒｔｓｅｅｄ","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2204","中村屋","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2207","ｍｅｉｔｏ","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2208","ブルボン","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2209","井村屋グループ","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","220A","Ｆａｂｅｒ Ｃｏｍｐａｎｙ","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2216","カンロ","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2221","岩塚製菓","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2226","湖池屋","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2267","ヤクルト本社","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-15",""
"690","2268","Ｂ－Ｒ サーティワン アイスクリーム","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2269","明治ホールディングス","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-16",""
"690","2282","日本ハム","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-10",""
"690","2286","林兼産業","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2301","学情","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2303","ドーン","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2307","クロスキャット","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2317","システナ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2321","ソフトフロントホールディングス","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2323","ｆｏｎｆｕｎ","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2325","ＮＪＳ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2326","デジタルアーツ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2327","日鉄ソリューションズ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2329","東北新社","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2330","フォーサイド","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2331","ＡＬＳＯＫ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2332","クエスト","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2335","キューブシステム","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2353","日本駐車場開発","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2359","コア","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2371","カカクコム","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2378","ルネサンス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2384","ＳＢＳホールディングス","Prime","陸運業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2388","ウェッジホールディングス","Growth","その他金融業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2395","新日本科学","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2413","エムスリー","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2429","ワールドホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2432","ディー・エヌ・エー","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2433","博報堂ＤＹホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2445","タカミヤ","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","245A","ＩＮＧＳ","Growth","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2461","ファンコミュニケーションズ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","247A","Ａｉロボティクス","Growth","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2492","インフォマート","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2502","アサヒグループホールディングス","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","2503","キリンホールディングス","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","250A","シマダヤ","Standard","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","254A","ＡＩフュージョンキャピタルグループ","Standard","証券、商品先物取引業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2586","フルッタフルッタ","Growth","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2587","サントリービバレッジ&フード","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-16",""
"690","2654","アスモ","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2656","ベクターホールディングス","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2659","サンエー","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2664","カワチ薬品","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2666","オートウェーブ","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2668","タビオ","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2669","カネ美食品","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2670","エービーシー・マート","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2673","夢みつけ隊","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2674","ハードオフコーポレーション","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2678","アスクル","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2681","ゲオホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2683","魚喜","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2685","アンドエスティＨＤ","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","268A","リガク・ホールディングス","Prime","精密機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2693","ＹＫＴ","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2695","くら寿司","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2702","日本マクドナルドホールディングス","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2708","久世","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2721","ジェイホールディングス","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2726","パルグループホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2730","エディオン","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2733","あらた","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2734","サーラコーポレーション","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2737","トーメンデバイス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2749","ＪＰホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-14",""
"690","2751","テンポスホールディングス","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2760","東京エレクトロン　デバイス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2767","円谷フィールズホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2768","双日","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2780","コメ兵ホールディングス","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2784","アルフレッサ　ホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","278A","Ｔｅｒｒａ Ｄｒｏｎｅ","Growth","精密機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2802","味の素","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","285A","キオクシアホールディングス","Prime","電気機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2871","ニチレイ","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-15",""
"690","290A","Synspective","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2914","日本たばこ産業","Prime","食料品","core","5","100","true","true","true","2","2","2026-07-13",""
"690","2930","北の達人コーポレーション","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2934","ジェイフロンティア","Growth","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2937","サンクゼール","Growth","食料品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2961","日本調理機","Standard","金属製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2962","テクニスコ","Standard","金属製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2970","ＧＬＣ ＧＲＯＵＰ","Standard","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2975","スター・マイカ・ホールディングス","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2978","ツクルバ","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2980","ＳＲＥホールディングス","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2981","ランディックス","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2982","ＡＤワークスグループ","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2983","アールプランナー","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2984","ヤマイチエステート","Standard","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2986","ＬＡホールディングス","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","2991","ランドネット","Standard","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2997","ストレージ王","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","2998","クリアル","Growth","不動産業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","3002","グンゼ","Prime","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3023","ラサ商事","Standard","卸売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3028","アルペン","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3031","ラクーンホールディングス","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3034","クオールホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3036","アルコニックス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3040","ソリトンシステムズ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3050","ＤＣＭホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","3053","ペッパーフードサービス","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3063","ジェイグループホールディングス","Growth","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3064","MonotaRO","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","3070","ジェリービーンズグループ","Growth","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3076","あい ホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3086","J.フロント リテイリング","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","3088","マツキヨココカラ＆カンパニー","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3092","ZOZO","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","3099","三越伊勢丹ホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3101","東洋紡","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3103","ユニチカ","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3104","富士紡ホールディングス","Prime","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3105","日清紡ホールディングス","Prime","電気機器","core","5","100","true","true","true","2","2","2026-07-16",""
"690","3106","倉敷紡績","Prime","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3107","ダイワボウホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3111","オーミケンシ","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3113","ＵＮＩＶＡ・Ｏａｋホールディングス","Standard","証券、商品先物取引業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3116","トヨタ紡織","Prime","輸送用機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3123","サイボー","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3132","マクニカホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3139","ラクト・ジャパン","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3140","ＢＲＵＮＯ","Growth","卸売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3151","バイタルケーエスケー・ホールディングス","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3153","八洲電機","Prime","卸売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3185","夢展望","Growth","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3187","ミラタップ","Growth","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3197","すかいらーくホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3201","日本毛織","Prime","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3202","ダイトウボウ","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3204","トーア紡コーポレーション","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3205","ダイドーリミテッド","Standard","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3224","ゼネラル・オイスター","Growth","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3231","野村不動産ホールディングス","Prime","不動産業","core","5","100","true","true","true","2","2","2026-07-14",""
